Merchant,OrgID,PageID,CouponID,Address
Bicycle Sport Shop,168,1095,722,517 S. Lamar Blvd.
Bicycle Sport Shop,168,1095,722,517 S. Lamar Blvd.
Bicycle Sport Shop,168,1095,722,517 S. Lamar Blvd.
Black Sheep Lodge,170,1099,723,2108 S. Lamar Blvd.
Black Sheep Lodge,170,1099,723,2108 S. Lamar Blvd.
Black Sheep Lodge,170,1099,723,2108 S. Lamar Blvd.
RunTex,198,1132,747,422 W. Riverside Dr.
RunTex,198,1132,747,422 W. Riverside Dr.
RunTex,198,1132,747,422 W. Riverside Dr.
Austin Land & Cattle Company,199,1133,748,1205 N Lamar Blvd
Austin Land & Cattle Company,199,1133,748,1205 N Lamar Blvd
Austin Land & Cattle Company,199,1133,748,1205 N Lamar Blvd
Paggi House,200,1134,749,200 Lee Barton Drive
Beets Cafe,201,1135,750,1611 W 5th St
Beets Cafe,201,1135,750,1611 W 5th St
Beets Cafe,201,1135,750,1611 W 5th St
Gibson Bar,203,1137,752,1109 S. Lamar Blvd.
Gibson Bar,203,1137,752,1109 S. Lamar Blvd.
Gibson Bar,203,1137,752,1109 S. Lamar Blvd.
Gibson Bar,203,1137,752,1109 S. Lamar Blvd.
Gibson Bar,203,1137,752,1109 S. Lamar Blvd.
Gibson Bar,203,1137,752,1109 S. Lamar Blvd.
Gibson Bar,203,1137,752,1109 S. Lamar Blvd.
Mr. Natural,226,1161,762,2414 South Lamar Boulevard
Mr. Natural,226,1161,762,2414 South Lamar Boulevard
Kenichi Ausin,227,1162,763,419 Colorado Street
Kenichi Ausin,227,1162,763,419 Colorado Street
Kenichi Ausin,227,1162,763,419 Colorado Street
Kenichi Ausin,227,1162,763,419 Colorado Street
Kenichi Ausin,227,1162,763,419 Colorado Street
Kenichi Ausin,227,1162,763,419 Colorado Street
House Wine,228,1163,764,408 Josephine Street
House Wine,228,1163,764,408 Josephine Street
Ostioneria El Capri,229,1164,765,"5516 Fry Road, Suite A"
Ostioneria El Capri,229,1164,765,"5516 Fry Road, Suite A"
Ostioneria El Capri,229,1164,765,"5516 Fry Road, Suite A"
Cornbread & Collin's Greens,231,1166,767,472 South Fry Road
Cornbread & Collin's Greens,231,1166,767,472 South Fry Road
Cornbread & Collin's Greens,231,1166,767,472 South Fry Road
CIELO,236,1172,771,2830 Real Street
Rain on 4th,237,1173,772,217 West 4th Street
Kung Fu Saloon,238,1174,773,510 Rio Grande
Wahoo's Fish Taco,239,1175,774,509-A Rio Grande St.
Dog & Duck Pub,241,1177,776,406 West 17th Street
Baker St. Pub & Grill,242,1178,777,3003 South Lamar Blvd.
Third Base,243,1179,778,1717 West 6th Street
The Blind Pig Pub,244,1180,780,317 East 6th Street
Annies West,245,1181,781,706 West 6th Street
The Iron Bear,246,1182,782,121 West 8th Street
Opal Divines,247,1183,783,700 West 6th Street
El Arroyo,257,1193,793,1624 West 5th Street
Mel's Meals,258,1194,794,507 North Lamar
Jo's,259,1195,795,242 West 2nd Street
Medical Uniforms,261,1197,797,16126 Southwest Freeway
Tacos & Tequila,264,1199,799,507 Pressler
Royal Blue Grocery,265,1201,800,609 Congress Avenue
Hut's Hamburgers,266,1203,801,807 West 6th Street
Amy's Ice Cream,269,1206,802,1012 West 6th Street
Phil's Ice House,270,1207,803,2901 South Lamar
59 Diner,272,1209,804,20210 Katy Freeway
Ranch 616,273,1210,805,616 Nueces
219 West,274,1211,806,219 West 4th Street
The Jackalope,275,1212,807,404 East 6th Street
Casino El Camino,276,1213,808,517 East 6th Street
Sakura Tokyo,277,1214,809,"24110 NW Freeway, Suite 100"
ThunderCloud Subs,278,1215,810,2308 Lake Austin Blvd
Chinatown Downtown,279,1216,811,107 West 5th Street
Z Tejas Southwestern Grill,280,1217,812,1110 West 6th Street
Lucy's,281,1218,813,506 West Avenue
Logan Farms Honey Glazed Hams,282,1221,814,10650 Westhiermer
Longhorn Collision Center,283,1222,815,1607 South Lamar Boulavard
Foga De Chao,284,1223,816,309 East 3rd Street
St. Bernard Sports,285,1224,817,401 West 3rd Street
Austin Urban Vet Center,286,1225,818,701 West 5th Street
The Melting Pot,287,1226,819,305 East 3rd Street
Cedar Door Bar & Grill,288,1227,820,201 Brazos Street
Frank And Angie's Pizzeria,290,1229,822,508 West Avenue
Shoal Creek Saloon,291,1230,823,909 North Lamar
Enzo Austin,292,1231,824,801 West 5th Street
PM Media,293,1232,825,4330 Bull Creek Road
Joie De Vie Salon,295,1235,826,713 E. 6th Street
Play N Trade,297,1242,833,4301 W. William Cannon Bldg E2 Ste 210
Yanagi Japanese Restaurant and Sushi Bar,303,1243,834,4404 W. William Cannon Dr. Suite B
Cabo Bob's Burritos,304,1244,835,500 E. Ben White Blvd.
Wings To Go,305,1245,836,6611 S Mo-pac Expwy #A600
"Dane's Auto Repair, Inc.",306,1246,837,14008 Huffmeister Rd
Journey's Hair Studio & Spa Jaeger,307,1247,838,15210 Spring Cypress Rd
Jade Bamboo,308,1248,839,7029 Barker Cypress Rd
Vintage Car Wash,309,1249,840,9855 Louetta Rd
Dave's Hoagie House,310,1250,841,"15202 Mason Rd, Suite 700"
Taco De Oro,311,1251,842,9740 Barker Cypress
Anything Trendy,312,1252,843,12930 Grant Rd.
KB Master Cleaners,313,1253,844,"15210 Spring Cypress Rd., Suite A"
KB Master Cleaners,314,1254,845,10730 Barker Cypress Rd.
KB Master Cleaners,315,1255,846,14207 Barker Cypress
KB Master Cleaners,316,1256,847,9803 Spring Cypress Rd
Cy-Fair Family Eye Care,317,1257,848,26270 Northwest Fwy
Fancy Pants Boutique,318,1258,849,18520 Kuykendahl Rd
Ignite Energy,319,1259,850,18520 Kuykendahl Rd
Lorever Hair Salon,320,1260,851,"8611 Louetta, Suite 201"
Rising Hearts Yoga Studio,321,1261,852,"8220 Louetta Rd, #146"
La Casita,322,1262,853,"5803 N. Fry Rd, Ste 103"
Red Robin,323,1263,854,22455 State Hwy 249
K 9 Social Club,324,1264,855,"8320 Louetta Rd, Suite 135"
d'Vine Wine Bar,325,1265,856,"25202 Northwest Freeway, Suite 100"
Hero Martial Arts,326,1266,857,7818 Spring Cypress Rd
El Corral Mexican Restaurant,327,1267,858,22432 Tomball Parkway
Copperfield Bowl,328,1268,859,15615 Glen Chase Dr.
The Backyard Grill,329,1269,860,9453 Jones Rd
Romero's Las Brazas,330,1270,861,15703 Longenbaugh -A
Steak 'N Shake,331,1271,862,12611 FM 1960 West
Posh Nail Studio,332,1272,863,25314 FM 2978
Rain Forest Auto Center,334,1274,865,7110 Barker Cypress Rd
Cliff's Car Tech,335,1275,866,17525 FM 529
Simply Splendid Donuts & Ice Cream,336,1276,867,10130 Grant Rd
Simply Splendid Donuts & Ice Cream,337,1277,868,1797 N Fry Rd
Sugarland Donuts,338,1278,869,14009-C F.M. 1464
Simply Splendid Donuts & Ice Cream,339,1279,870,4410 Westway Park Blvd
4G Guys,340,1280,871,"9150 S. Main, Ste.A"
Michel Auto Cares,341,1281,872,12205 Holderrieth Rd
Bling It On Fashion Boutique,342,1282,873,13243 Jones Rd
Sound Fitness,343,1283,874,12600 FM 1960 W
Las Fuentes,344,1284,875,6960 FM 1488
Las Fuentes,345,1285,876,201 Highway 290 E
Las Fuentes,346,1286,877,18306 FM 1488
Santikos Silverado IMAX,347,1287,878,24720 Tomball Parkway
Hand Painted By,348,1288,879,14814 Brown Rd
Fill Ur Wallet Resale/Consignment Store,349,1289,880,"32015 Tomball Parkway, #119"
Candlelight Cakes,350,1290,881,"32015 SH 249, # 117"
Tomball Bowling Center,351,1291,882,14435 FM 2920
"Aloha Donuts, Inc",352,1292,883,"25435 FM 2978, Suite 106"
Funkie Flamingo Boutique,353,1293,884,"6911 FM 1488, Ste D"
Nutrition Depot Sterling Ridge,354,1294,885,"8008 Ashlane Way, Suite 130"
Maui Wowi,355,1295,886,3715 Washington
Martinis & More,356,1296,887,311B Sawdust Rd
The UPS Store,357,1297,888,"7 Switchbud PL, Ste C192"
Smoothie Factory,358,1298,889,3335 College Park Dr
Sterling Ridge Pool Supply Plus,359,1299,890,8000 McBeth Way
Cold Stone Creamery,360,1300,891,"9595 Six Pines Dr., Suite 920"
Pure Healthy Eatery,361,1301,892,"4223 Research Forest Dr, Ste 350"
Ashlane Cleaners,362,1302,893,"8008 Ashlane Way, Suite 100"
Dry Clean Super Center,363,1303,894,33031 FM 2978
Gozzetti's Pizza,364,1304,895,8000 McBeth Way
Gozzetti's Pizza,365,1305,896,25919 I-45 North
Denny's,366,1306,897,26050 Hwy 290
Denny's,367,1307,898,1579 Fry Road
Denny's,368,1308,899,11511 West Airport Blvd
Denny's,369,1309,900,6969 Gulf Frwy
Potato Shack,370,1310,901,405 A University
Potato Shack,371,1311,902,"12815 FM 2154, #172"
7 - 7 Cleaners & Alterations,372,1312,903,1630 Mason Rd
7 - 7 Cleaners & Alterations,373,1313,904,1201 - G Westheimer Rd
7 - 7 Cleaners & Alterations,374,1314,905,411 - B Richmond Ave
Uncle Lee's Cafe II,375,1315,906,22044 Westheimer
Nikko Sushi & Sake,376,1316,907,410 W. Grand Parkway
Pinoy Kusina,377,1317,908,873 South Mason Rd
Christian Brothers Automotive,378,1318,909,3838 N. Fry Rd
Animal Tales,379,1319,910,"23930 Westheimer Pkwy, Suite 115"
Stars Sportsbar & Grill,380,1320,911,"414 W Grand Parkway, #190"
Lotus Nails,381,1321,912,"23930 Westheimer Pkwy, Suite 109"
Mazzei's Gourmet Pizza,382,1322,913,6868 S. Mason Rd.
Red Robin,383,1323,914,23318 Mercantile Pkwy
Sport Clips,384,1324,915,23501 Cinco Ranch Blvd.
Sport Clips,385,1325,916,22720 Bellaire Blvd
Sport Clips,386,1326,917,19859 Katy FWY
Sport Clips,387,1327,918,1998 Katy Mills Blvd
Woodlands Pros,388,1328,919,16300 Katy Freeway
Katy Pros,389,1329,920,16300 Katy Freeway
Check A Pro,390,1330,921,16300 Katy Freeway
Best Car Wash & Detail Center,391,1331,922,5438 Fry Road
Curves,392,1332,923,"16427 W. Little York, Suite F"
Curves,393,1333,924,"3719 N Fry Road, Suite D"
Fox's Pizza Den,394,1334,925,"3811 N. Fry Road, Suite #3"
Tank's Paintball,395,1335,926,899 Westgreen Blvd.
Star Designs,396,1336,927,414 W Grand Parkway
Tupperware,397,1337,928,22521 Tomball Pkwy
Church's Chicken,398,1338,929,6201 N. Fry Rd
PostNet,399,1339,930,"12320 Barker Cypress Road, Suite 600"
Jackpot Pizza,400,1340,931,"6450 Louetta Rd, Suite 225"
Skinovative Houston,401,1341,932,"5135 West Alabama, #6010D"
Table Seven,402,1342,933,700 South Durham Drive
The Wave,403,1343,934,1525 Silver St.
River Oaks Cleaners,404,1344,935,5535 Memorial Dr
River Oaks Cleaners,405,1345,936,5555 Washington Ave
Fixers Automotive,406,1346,937,147 East 11th St.
Laurenzo's Restaurant on Washington,407,1347,938,4412 Washington Avenue
Anytime Fitness,408,1348,939,"1101 Yale Street, Suite 100"
Big Mamou,409,1349,940,903 Studewood St
Fresco Seafood House,410,1350,941,1848 Airline Dr
Tortas El Angel,411,1351,942,1018 N Shepherd Drive
Golden Island Chinese Buffet,412,1352,943,"901 N Shepherd, Suite A"
King Biscuit Patio Cafe,413,1353,944,1606 White Oak Drive
Clear Communications,414,1354,945,6037 Fry Road
Padthai Thai Restaurant,415,1355,946,401 Louisiana
Big Frog Custom T-Shirts & More,416,1356,947,7073 Highway 6 North
Al's Lone Star Steakhouse,417,1357,948,14600 Cypress North Houston
Red Pier Asian Bistro - Bar,418,1358,949,2704 Milam St. Suite 6C
Jeannine's Bistro,419,1359,950,106 Westheimer
Tokyo Live,420,1360,951,16506 FM 529 Suite 101
Tacos A Go-Go,421,1361,952,3704 Main St.
Texas Pizzeria,422,1362,953,1853 Richmond Avenue
Christian's Tailgate Bar & Grill - Midtown,423,1363,954,2000 Bagby Street
Aladin Buffet & Grill,424,1364,955,16310 FM 529
Smart Auto Clinic,425,1365,956,2828 Richmond Ave.
Advanced Nutrition,426,1366,957,16126 SW Freeway
loggia,427,1367,958,2248 Texas Drive
ARISTOTLE GRILL,428,1368,959,2109-B Hwy 6
Time to Chill,429,1369,960,19900 Southwest Fwy
Sunny Beach Tans,430,1370,961,16525 Lexington
Taisho Japanese Grill and Bar,431,1371,962,16100 City Walk
Shogi Hibachi Express,432,1372,963,15977 City Walk
Bangkok Chef,433,1373,964,6560 Greatwood Pkwy
Cupcake Cafe of Texas,434,1374,965,16525 Lexington Blvd
Olive's Martini Bar and Grille,435,1375,966,2268 Texas Drive
1905 Pizza Bar,436,1376,967,2228 Texas Drive
Radiance Medspa,437,1377,968,2641 Town Center Blvd. N
Daylily Hair and Nail Spa,438,1378,969,"12921 Shops Pkwy, #400"
Dry Clean Express,439,1379,970,27910 State Highway 249
Pete & Shorty's,440,1380,971,16549 Southwest Freeway
Trio Life Fitness,441,1381,972,12101 Bee Caves Road
Johnny Fin's Floatin' Bar & Grill,442,1382,973,16405 Clara Van
Mizu Prime Steak and Sushi,443,1383,974,3001 Ranch Road 620 South
Mandola's Italian Market,444,1384,975,"12815 Shops Parkway, Suite 400"
Mandola's Italian Market,445,1385,976,4700 West Guadalupe St.
Mandola's Italian Market,446,1386,977,4301 W. William Cannon
Thai Spice,447,1387,978,1310 RR 620 S
Thai Spice,448,1388,979,"701 Capital of Texas Hwy, South"
Rice Thai & Sushi Bar,449,1389,980,"10601 FM 2222, Suite H"
Waterloo Ice House,450,1390,981,12815 Shops Parkway
Star of India Restaurant,451,1391,982,2900 W. Anderson Ln
Bombay Grill Indian Restaurant,452,1392,983,3201 Bee Caves Rd. #148
The Five One Two,453,1393,984,408 E. 6th Street
The Donut Hole,454,1394,985,2422 Ranch Road 620 S # 124
Tropic Tan,455,1395,986,4830 Eck Lane
NON LA,456,1396,987,"2121 Lohmans Crossing Rd., Suite 500"
Papa Murphy's,457,1397,988,2303 Ranch Road 620 South
CoCo's Crepes & Coffee,458,1398,989,"114 Vintage Park Blvd, Ste M"
Shogun Japanese Grill & Sushi Bar,459,1399,990,"114 Vintage Park Blvd, Ste A"
5 Star Nails & Spa,460,1400,991,28301 Tomball Pkwy.
The Good Bike,461,1401,992,2538 Guadalupe
Fion Wine Pub,462,1402,993,"11715 FM 2244, Ste. 100"
Fion Wine Pub,463,1403,994,2900 N. Quinlan Park Rd
Hoppin' House,464,1404,995,"2105 Ranch Road 620 S., Suite 201"
Hoppin' House,465,1405,996,"4040 South Lamar Blvd, Suite B"
Spicy Pickle,466,1406,997,404 W 26th St
Janitzio,467,1407,998,600 W. MLK Blvd.
Wing Zone,468,1408,999,907 West 24th Street
The Yogurt Spot,469,1409,1000,2815 Guadalupe
Smoothie King,470,1410,1001,"504 W. 24th Street, Suite B"
The Local Pub & Patio,471,1411,1002,2610 Guadalupe
Dolce Finale,472,1412,1003,2700 Nueces St. Suite 100
Bite Mi,473,1413,1004,"2002 Guadalupe St, suite B"
Spring Fitness,474,1414,1005,32350 Hwy 249
Five Star Car Wash *Lube*Detail,475,1415,1006,1110 RR 620 North
Nutrition Central,476,1416,1007,6519 FM 1488  #517
Massage Envy,477,1417,1008,6531 FM 1488  Suite 309
Clear Communications,478,1418,1009,9635 Spring Cypress Road
Trio Steakhouse & Bar,479,1419,1010,114 Vintage Park Blvd
Arpeggio Grill & Tomato Shack,480,1420,1011,2522 Guadalupe
Tailgators Pub & Grill,481,1421,1012,"8000 Highway 242, Suite 125"
Sonic,482,1422,1013,14018 FM 2920
Sonic,483,1423,1014,22601 Tomball Pkwy
Mellow Mushroom,484,1424,1015,2426 Guadalupe St
WHICH WICH,485,1425,1016,4700 W. Guadalupe St.
Bliss Day Spa,486,1426,1017,701 Shepherd Dr #100
Brazilia Waxing Spa,487,1427,1018,3407 Guadalupe
Zamani Mediterranean Grill,488,1428,1019,"9440 Louetta Rd, #3"
Pad Thai (University of Texas Location),489,1429,1020,3208 Guadalupe St Ste A
Master Gohring's Tai Chi & Kung Fu,490,1430,1021,6611 Airport Blvd
PITA PIT (UT Campus),491,1431,1022,2350 Guadalupe Street
D Style Salon,492,1432,1023,27620 Tomball Parkway
Smart Mobile,493,1433,1024,1511-1 Rayford Road
Get Sum Dim Sum,494,1434,1025,"4400 North Lamar, Suite 102"
Kick Butt Coffee,495,1435,1026,4600 Guadalupe
Kick Butt Coffee,496,1436,1027,5775 Airport Blvd. Suite 725
Don Juan's Authentic Mexican Cuisine,497,1437,1028,3595 RR 620 South
Don Juan's Cantina,498,1438,1029,3595 RR 620 South
Spicy Pickle - South Lamar,499,1439,1030,300 S. Lamar Blvd.
Zandunga Mexican Bistro,500,1440,1031,1000 E. 11th St.
The Paradise Cafe,501,1441,1032,401 East 6th Street
Bond's Sports Grille,502,1442,1033,13131 Louetta Rd.
Hair International Day Spa,503,1443,1034,1035 Eldridge Rd
Freddie's Place,504,1444,1035,1703 South 1st Street
Spruce Salon,506,1446,1037,"12101 Bee Caves Rd, Suite G"
La Fonda Mexican Food,507,1447,1038,13134 Dairy Ashford
La Magia Cafe & Pizza,508,1448,1039,3699 Hwy 6
Ref's Sports Bar & Grill,509,1449,1040,"118 Vintage Park Blvd, Ste A"
Teahouse & Coffee Tapioca Bar,510,1450,1041,4727 Sweetwater Blvd.
Woodlands Wine Company,511,1451,1042,"6700 Woodlands Pkwy, Suite 210"
Mei Wei,512,1452,1043,"30340 FM 2978, Suite 200"
China Bridge,513,1453,1044,7901 Research Forest Drive
Berripop,514,1454,1045,3939 Washington Avenue
Berripop,515,1455,1046,2071 Westheimer
Berripop,516,1456,1047,"15810 Southwest Freeway, Suite 300"
Rockin' Tomato,517,1457,1048,3003 S. Lamar Blvd. #150
Zax Restaurant & Bar,518,1458,1049,312 Barton Springs Road
Century Payments,519,1459,1050,"7703 N. Lamar, Suite 310"
Red's Porch,520,1460,1051,3508 S. Lamar Blvd.
Doc's Bar And Grill,521,1461,1052,1123 S. Congress Ave.
H2O Hand Car Wash,522,1462,1053,500 S. Lamar Blvd.
Dominican Joe Coffee Shop,523,1463,1054,515 S. Congress Ave.
Sushi Box,524,1464,1055,215 Congress Avenue
Rasta Pasta,525,1465,1056,2100 B Guadalupe
RunTex (Riverside),526,1466,1057,422 West Riverside Drive
Rounders Pizzeria,527,1467,1058,1203 West 6th Street
Trifecta on 3rd,528,1468,1059,360 Nueces #30
Maria's Taco Xpress,529,1469,1060,2529 South Lamar Boulevard
Denny's,530,1470,1061,6969 Gulf Frwy
Denny's,531,1471,1062,6920 FM 1960 East
Denny's,532,1472,1063,2940 Gulf Frwy
Denny's,533,1473,1064,6920 S. Fry Rd
Denny's,534,1474,1065,11221 Broadway St
Denny's,535,1475,1066,9655 N. Sam Houston Parkway E
Green Garden Chinese Restaurant,536,1476,1067,19922 Park Row
Joy Yoga Center,537,1477,1068,4500 Washington Ave
Candelari's Pizzeria,538,1478,1069,25680 Northwest Fwy
South Beach Auto Spa,539,1479,1070,126 W. Gray
Frost Bake Shoppe Cupcakes & More,540,1480,1071,"6777 Woodlands Pkwy, #304"
Signature Cleaners,541,1481,1072,3060 Fry Rd
